COUNTY,FIPS,SVPREC,CDDIST,CNGDEM01,CNGDEM02,CNGIND01,CNGREP01,CNGREP02
1,06001,200100,12,102,102,0,0,0
1,06001,200100A,12,1668,771,0,0,0
1,06001,200200,12,108,99,0,0,0
1,06001,200200A,12,1063,513,0,0,0
1,06001,201400,12,139,98,0,0,0
1,06001,201400A,12,1688,739,0,0,0
1,06001,202200,12,35,38,0,0,0
1,06001,202200A,12,192,93,0,0,0
1,06001,202500,12,172,143,0,0,0
1,06001,202500A,12,150,84,0,0,0
1,06001,202620,12,366,352,0,0,0
1,06001,202620A,12,153,95,0,0,0
1,06001,203100,12,74,37,0,0,0
1,06001,203100A,12,1382,536,0,0,0
1,06001,203500,12,131,82,0,0,0
1,06001,203500A,12,861,335,0,0,0
1,06001,203800,12,88,70,0,0,0
1,06001,203800A,12,1170,372,0,0,0
1,06001,203880,12,NA,NA,NA,NA,NA
1,06001,203880A,12,18,2,0,0,0
1,06001,203890,12,0,0,0,0,0
1,06001,203890A,12,23,5,0,0,0
1,06001,204210,12,229,211,0,0,0
1,06001,204210A,12,686,345,0,0,0
1,06001,204300,12,167,114,0,0,0
1,06001,204300A,12,1138,383,0,0,0
1,06001,204900,12,209,162,0,0,0
1,06001,204900A,12,200,123,0,0,0
1,06001,205200,12,80,64,0,0,0
1,06001,205200A,12,2109,956,0,0,0
1,06001,205700,12,130,70,0,0,0
1,06001,205700A,12,1832,791,0,0,0
1,06001,206200,12,90,70,0,0,0
1,06001,206200A,12,990,365,0,0,0
1,06001,206900,12,76,78,0,0,0
1,06001,206900A,12,561,246,0,0,0
1,06001,207000,12,69,44,0,0,0
1,06001,207000A,12,1029,348,0,0,0
1,06001,207200,12,101,80,0,0,0
1,06001,207200A,12,1194,422,0,0,0
1,06001,207700,12,325,329,0,0,0
1,06001,207700A,12,705,418,0,0,0
1,06001,208010,12,138,99,0,0,0
1,06001,208010A,12,1635,629,0,0,0
1,06001,208300,12,187,92,0,0,0
1,06001,208300A,12,1616,480,0,0,0
1,06001,208510,12,180,94,0,0,0
1,06001,208510A,12,1047,309,0,0,0
1,06001,208690,12,0,0,0,0,0
1,06001,208690A,12,23,1,0,0,0
1,06001,208800,12,101,45,0,0,0
1,06001,208800A,12,532,196,0,0,0
1,06001,208820,12,24,10,0,0,0
1,06001,208820A,12,179,58,0,0,0
1,06001,208900,12,73,27,0,0,0
1,06001,208900A,12,604,200,0,0,0
1,06001,209010,12,169,90,0,0,0
1,06001,209010A,12,1979,666,0,0,0
1,06001,209310,12,196,110,0,0,0
1,06001,209310A,12,2637,1137,0,0,0
1,06001,209700,12,111,90,0,0,0
1,06001,209700A,12,1091,469,0,0,0
1,06001,209900,12,270,195,0,0,0
1,06001,209900A,12,1663,782,0,0,0
1,06001,213100,12,31,37,0,0,0
1,06001,213100A,12,490,271,0,0,0
1,06001,213500,12,74,88,0,0,0
1,06001,213500A,12,1145,1029,0,0,0
1,06001,213600,12,112,115,0,0,0
1,06001,213600A,12,1798,1187,0,0,0
1,06001,213920,12,NA,NA,NA,NA,NA
1,06001,213920A,12,23,21,0,0,0
1,06001,214300,12,56,48,0,0,0
1,06001,214300A,12,850,572,0,0,0
1,06001,214600,12,112,61,0,0,0
1,06001,214600A,12,1783,690,0,0,0
1,06001,215110,12,149,77,0,0,0
1,06001,215110A,12,1646,462,0,0,0
1,06001,215400,12,61,28,0,0,0
1,06001,215400A,12,675,280,0,0,0
1,06001,215500,12,132,88,0,0,0
1,06001,215500A,12,1855,794,0,0,0
1,06001,215700,12,162,57,0,0,0
1,06001,215700A,12,1689,399,0,0,0
1,06001,215800,12,146,58,0,0,0
1,06001,215800A,12,892,249,0,0,0
1,06001,223010,12,150,94,0,0,0
1,06001,223010A,12,2053,771,0,0,0
1,06001,224000,12,124,58,0,0,0
1,06001,224000A,12,2193,1057,0,0,0
1,06001,224500,12,57,29,0,0,0
1,06001,224500A,12,984,332,0,0,0
1,06001,224600,12,62,44,0,0,0
1,06001,224600A,12,1339,464,0,0,0
1,06001,224800,12,82,29,0,0,0
1,06001,224800A,12,690,291,0,0,0
1,06001,225300,12,99,38,0,0,0
1,06001,225300A,12,954,312,0,0,0
1,06001,225710,12,150,62,0,0,0
1,06001,225710A,12,1631,548,0,0,0
1,06001,225900,12,113,43,0,0,0
1,06001,225900A,12,1452,500,0,0,0
1,06001,244000,12,67,81,0,0,0
1,06001,244000A,12,1315,861,0,0,0
1,06001,244300,12,138,153,0,0,0
1,06001,244300A,12,2267,1428,0,0,0
1,06001,245000,12,62,30,0,0,0
1,06001,245000A,12,1360,523,0,0,0
1,06001,245300,12,50,41,0,0,0
1,06001,245300A,12,809,608,0,0,0
1,06001,260100,12,182,163,0,0,0
1,06001,260100A,12,1254,967,0,0,0
1,06001,261300,12,126,107,0,0,0
1,06001,261300A,12,1537,945,0,0,0
1,06001,262000,12,139,115,0,0,0
1,06001,262000A,12,1910,998,0,0,0
1,06001,280100,12,115,139,0,0,0
1,06001,280100A,12,1747,1311,0,0,0
1,06001,280700,12,89,136,0,0,0
1,06001,280700A,12,1438,1408,0,0,0
1,06001,300110,12,30,71,0,0,0
1,06001,300110A,12,515,889,0,0,0
1,06001,300130,12,43,86,0,0,0
1,06001,300130A,12,806,1014,0,0,0
1,06001,300150,12,50,98,0,0,0
1,06001,300150A,12,1237,1716,0,0,0
1,06001,300300,12,110,76,0,0,0
1,06001,300300A,12,1521,1190,0,0,0
1,06001,301900,12,178,145,0,0,0
1,06001,301900A,12,1771,1266,0,0,0
1,06001,302200,12,141,121,0,0,0
1,06001,302200A,12,1935,1344,0,0,0
1,06001,302700,12,176,162,0,0,0
1,06001,302700A,12,1427,965,0,0,0
1,06001,303800,12,172,163,0,0,0
1,06001,303800A,12,1549,1136,0,0,0
1,06001,304800,12,234,205,0,0,0
1,06001,304800A,12,1767,1401,0,0,0
1,06001,305110,12,165,161,0,0,0
1,06001,305110A,12,1267,1027,0,0,0
1,06001,305500,12,186,131,0,0,0
1,06001,305500A,12,1236,911,0,0,0
1,06001,305700,12,131,134,0,0,0
1,06001,305700A,12,1542,1241,0,0,0
1,06001,310000,12,260,104,0,0,0
1,06001,310000A,12,2136,573,0,0,0
1,06001,310120,12,NA,NA,NA,NA,NA
1,06001,310120A,12,16,3,0,0,0
1,06001,310600,12,256,66,0,0,0
1,06001,310600A,12,2121,444,0,0,0
1,06001,311400,12,261,61,0,0,0
1,06001,311400A,12,2135,498,0,0,0
1,06001,323200,12,201,68,0,0,0
1,06001,323200A,12,1822,679,0,0,0
1,06001,325100,12,289,101,0,0,0
1,06001,325100A,12,1987,672,0,0,0
1,06001,325400,12,187,68,0,0,0
1,06001,325400A,12,1404,422,0,0,0
1,06001,325600,12,193,75,0,0,0
1,06001,325600A,12,1571,477,0,0,0
1,06001,333200,12,282,103,0,0,0
1,06001,333200A,12,1371,587,0,0,0
1,06001,333210,12,27,7,0,0,0
1,06001,333210A,12,182,86,0,0,0
1,06001,333410,12,135,72,0,0,0
1,06001,333410A,12,1082,683,0,0,0
1,06001,333460,12,41,12,0,0,0
1,06001,333460A,12,68,39,0,0,0
1,06001,333810,12,53,26,0,0,0
1,06001,333810A,12,465,223,0,0,0
1,06001,333900,12,100,40,0,0,0
1,06001,333900A,12,535,331,0,0,0
1,06001,333910,12,109,44,0,0,0
1,06001,333910A,12,398,187,0,0,0
1,06001,334000,12,132,42,0,0,0
1,06001,334000A,12,903,352,0,0,0
1,06001,334510,12,17,3,0,0,0
1,06001,334510A,12,79,43,0,0,0
1,06001,334610,12,NA,NA,NA,NA,NA
1,06001,334610A,12,23,8,0,0,0
1,06001,334800,12,115,65,0,0,0
1,06001,334800A,12,721,432,0,0,0
1,06001,335100,12,272,109,0,0,0
1,06001,335100A,12,1273,466,0,0,0
1,06001,335110,12,12,8,0,0,0
1,06001,335110A,12,92,27,0,0,0
1,06001,335400,12,274,66,0,0,0
1,06001,335400A,12,914,274,0,0,0
1,06001,335700,12,225,92,0,0,0
1,06001,335700A,12,923,372,0,0,0
1,06001,335710,12,247,94,0,0,0
1,06001,335710A,12,1171,395,0,0,0
1,06001,335810,12,10,2,0,0,0
1,06001,335810A,12,52,26,0,0,0
1,06001,336200,12,345,130,0,0,0
1,06001,336200A,12,1431,544,0,0,0
1,06001,336610,12,288,68,0,0,0
1,06001,336610A,12,954,330,0,0,0
1,06001,336710,12,255,70,0,0,0
1,06001,336710A,12,1124,327,0,0,0
1,06001,336900,12,134,44,0,0,0
1,06001,336900A,12,590,283,0,0,0
1,06001,344000,12,162,59,0,0,0
1,06001,344000A,12,840,418,0,0,0
1,06001,344200,12,121,49,0,0,0
1,06001,344200A,12,1310,473,0,0,0
1,06001,344410,12,34,11,0,0,0
1,06001,344410A,12,444,166,0,0,0
1,06001,344700,12,46,35,0,0,0
1,06001,344700A,12,1078,486,0,0,0
1,06001,345310,12,70,45,0,0,0
1,06001,345310A,12,384,123,0,0,0
1,06001,345320,12,NA,NA,NA,NA,NA
1,06001,345320A,12,6,4,0,0,0
1,06001,345500,12,207,60,0,0,0
1,06001,345500A,12,1843,719,0,0,0
1,06001,345700,12,75,31,0,0,0
1,06001,345700A,12,1019,552,0,0,0
1,06001,345710,12,0,0,0,0,0
1,06001,345710A,12,45,32,0,0,0
1,06001,345900,12,70,51,0,0,0
1,06001,345900A,12,976,571,0,0,0
1,06001,346000,12,9,10,0,0,0
1,06001,346000A,12,202,102,0,0,0
1,06001,346100,12,118,44,0,0,0
1,06001,346100A,12,816,391,0,0,0
1,06001,347200,12,161,78,0,0,0
1,06001,347200A,12,1143,465,0,0,0
1,06001,353310,12,159,52,0,0,0
1,06001,353310A,12,1154,495,0,0,0
1,06001,353900,12,180,77,0,0,0
1,06001,353900A,12,1322,614,0,0,0
1,06001,354100,12,54,17,0,0,0
1,06001,354100A,12,404,182,0,0,0
1,06001,354300,12,74,35,0,0,0
1,06001,354300A,12,337,308,0,0,0
1,06001,354400,12,117,60,0,0,0
1,06001,354400A,12,678,499,0,0,0
1,06001,354700,12,157,64,0,0,0
1,06001,354700A,12,646,436,0,0,0
1,06001,354910,12,111,66,0,0,0
1,06001,354910A,12,1062,443,0,0,0
1,06001,355100,12,94,52,0,0,0
1,06001,355100A,12,649,348,0,0,0
1,06001,356000,12,173,94,0,0,0
1,06001,356000A,12,1252,676,0,0,0
1,06001,356410,12,120,61,0,0,0
1,06001,356410A,12,568,332,0,0,0
1,06001,361000,12,41,24,0,0,0
1,06001,361000A,12,189,108,0,0,0
1,06001,361100,12,18,13,0,0,0
1,06001,361100A,12,82,61,0,0,0
1,06001,361130,12,64,35,0,0,0
1,06001,361130A,12,285,132,0,0,0
1,06001,361200,12,108,48,0,0,0
1,06001,361200A,12,354,131,0,0,0
1,06001,361500,12,379,174,0,0,0
1,06001,361500A,12,1344,593,0,0,0
1,06001,362200,12,109,43,0,0,0
1,06001,362200A,12,569,228,0,0,0
1,06001,362220,12,NA,NA,NA,NA,NA
1,06001,362220A,12,NA,NA,NA,NA,NA
1,06001,362500,12,86,25,0,0,0
1,06001,362500A,12,262,114,0,0,0
1,06001,362510,12,81,32,0,0,0
1,06001,362510A,12,564,154,0,0,0
1,06001,362600,12,175,55,0,0,0
1,06001,362600A,12,1856,488,0,0,0
1,06001,362800,12,103,45,0,0,0
1,06001,362800A,12,863,260,0,0,0
1,06001,363000,12,164,56,0,0,0
1,06001,363000A,12,828,228,0,0,0
1,06001,363200,12,153,60,0,0,0
1,06001,363200A,12,688,240,0,0,0
1,06001,364020,12,NA,NA,NA,NA,NA
1,06001,364020A,12,NA,NA,NA,NA,NA
1,06001,364200,12,26,19,0,0,0
1,06001,364200A,12,597,372,0,0,0
1,06001,364310,12,114,79,0,0,0
1,06001,364310A,12,1286,676,0,0,0
1,06001,364510,12,37,9,0,0,0
1,06001,364510A,12,428,213,0,0,0
1,06001,364600,12,75,43,0,0,0
1,06001,364600A,12,656,253,0,0,0
1,06001,364800,12,99,27,0,0,0
1,06001,364800A,12,666,212,0,0,0
1,06001,365100,12,198,81,0,0,0
1,06001,365100A,12,1639,553,0,0,0
1,06001,365200,12,157,65,0,0,0
1,06001,365200A,12,867,235,0,0,0
1,06001,373010,12,NA,NA,NA,NA,NA
1,06001,373010A,12,NA,NA,NA,NA,NA
1,06001,373030,12,0,0,0,0,0
1,06001,373030A,12,0,0,0,0,0
1,06001,373100,12,46,22,0,0,0
1,06001,373100A,12,234,95,0,0,0
1,06001,380300,12,263,100,0,0,0
1,06001,380300A,12,1297,488,0,0,0
1,06001,380400,12,261,156,0,0,0
1,06001,380400A,12,1420,749,0,0,0
1,06001,394100,14,0,0,0,0,0
1,06001,394100A,14,NA,NA,NA,NA,NA
1,06001,394200,14,0,0,0,0,0
1,06001,394200A,14,NA,NA,NA,NA,NA
1,06001,400100,12,22,16,0,0,0
1,06001,400100A,12,321,185,0,0,0
1,06001,400200,12,96,42,0,0,0
1,06001,400200A,12,1196,406,0,0,0
1,06001,400300,12,98,34,0,0,0
1,06001,400300A,12,974,412,0,0,0
1,06001,401200,12,32,9,0,0,0
1,06001,401200A,12,166,35,0,0,0
1,06001,410500,12,314,158,0,0,0
1,06001,410500A,12,1569,655,0,0,0
1,06001,410700,12,305,88,0,0,0
1,06001,410700A,12,1519,537,0,0,0
1,06001,415300,12,112,62,0,0,0
1,06001,415300A,12,506,232,0,0,0
1,06001,415800,12,223,96,0,0,0
1,06001,415800A,12,945,385,0,0,0
1,06001,416220,12,0,0,0,0,0
1,06001,416220A,12,0,0,0,0,0
1,06001,420010,14,0,0,0,0,0
1,06001,420010A,14,0,0,0,0,0
1,06001,420030,14,NA,NA,NA,NA,NA
1,06001,420030A,14,41,0,0,24,0
1,06001,420220,14,NA,NA,NA,NA,NA
1,06001,420220A,14,16,0,0,0,0
1,06001,420240,14,0,0,0,0,0
1,06001,420240A,14,0,0,0,0,0
1,06001,420250,14,65,0,0,43,0
1,06001,420250A,14,492,0,0,155,0
1,06001,420300,14,7,0,0,2,0
1,06001,420300A,14,99,0,0,37,0
1,06001,420310,14,NA,NA,NA,NA,NA
1,06001,420310A,14,9,0,0,7,0
1,06001,420320,14,0,0,0,0,0
1,06001,420320A,14,NA,NA,NA,NA,NA
1,06001,420710,14,NA,NA,NA,NA,NA
1,06001,420710A,14,21,0,0,3,0
1,06001,420800,14,20,0,0,14,0
1,06001,420800A,14,275,0,0,72,0
1,06001,420900,14,104,0,0,64,0
1,06001,420900A,14,803,0,0,269,0
1,06001,421800,14,293,0,0,167,0
1,06001,421800A,14,1453,0,0,474,0
1,06001,422000,14,181,0,0,122,0
1,06001,422000A,14,1721,0,0,667,0
1,06001,422300,14,192,0,0,134,0
1,06001,422300A,14,1591,0,0,451,0
1,06001,422600,14,215,0,0,128,0
1,06001,422600A,14,1966,0,0,617,0
1,06001,422920,14,188,0,0,178,0
1,06001,422920A,14,1777,0,0,675,0
1,06001,422940,14,0,0,0,0,0
1,06001,422940A,14,0,0,0,0,0
1,06001,423000,14,220,0,0,151,0
1,06001,423000A,14,1492,0,0,557,0
1,06001,423710,14,159,0,0,107,0
1,06001,423710A,14,1142,0,0,440,0
1,06001,423800,14,NA,NA,NA,NA,NA
1,06001,423800A,14,NA,NA,NA,NA,NA
1,06001,424200,14,NA,NA,NA,NA,NA
1,06001,424200A,14,33,0,0,14,0
1,06001,424310,14,NA,NA,NA,NA,NA
1,06001,424310A,14,9,0,0,11,0
1,06001,424510,14,14,0,0,6,0
1,06001,424510A,14,123,0,0,32,0
1,06001,424600,14,212,0,0,147,0
1,06001,424600A,14,1157,0,0,357,0
1,06001,430010,14,0,0,0,0,0
1,06001,430010A,14,0,0,0,0,0
1,06001,430020,14,0,0,0,0,0
1,06001,430020A,14,0,0,0,0,0
1,06001,430100,14,14,0,0,10,0
1,06001,430100A,14,123,0,0,33,0
1,06001,430120,14,0,0,0,0,0
1,06001,430120A,14,0,0,0,0,0
1,06001,430130,14,0,0,0,0,0
1,06001,430130A,14,0,0,0,0,0
1,06001,430140,14,0,0,0,0,0
1,06001,430140A,14,0,0,0,0,0
1,06001,430150,14,0,0,0,0,0
1,06001,430150A,14,0,0,0,0,0
1,06001,430400,14,31,0,0,8,0
1,06001,430400A,14,234,0,0,63,0
1,06001,430420,14,0,0,0,0,0
1,06001,430420A,14,0,0,0,0,0
1,06001,430430,14,7,0,0,3,0
1,06001,430430A,14,43,0,0,22,0
1,06001,430500,14,0,0,0,0,0
1,06001,430500A,14,NA,NA,NA,NA,NA
1,06001,430600,14,181,0,0,85,0
1,06001,430600A,14,1170,0,0,274,0
1,06001,430700,14,17,0,0,12,0
1,06001,430700A,14,257,0,0,75,0
1,06001,430720,14,7,0,0,4,0
1,06001,430720A,14,90,0,0,28,0
1,06001,430800,14,87,0,0,23,0
1,06001,430800A,14,370,0,0,82,0
1,06001,430820,14,0,0,0,0,0
1,06001,430820A,14,0,0,0,0,0
1,06001,431100,14,80,0,0,55,0
1,06001,431100A,14,710,0,0,191,0
1,06001,431110,14,NA,NA,NA,NA,NA
1,06001,431110A,14,9,0,0,1,0
1,06001,431120,14,NA,NA,NA,NA,NA
1,06001,431120A,14,NA,NA,NA,NA,NA
1,06001,431300,14,NA,NA,NA,NA,NA
1,06001,431300A,14,48,0,0,22,0
1,06001,431500,14,13,0,0,1,0
1,06001,431500A,14,95,0,0,21,0
1,06001,431610,14,NA,NA,NA,NA,NA
1,06001,431610A,14,23,0,0,7,0
1,06001,431700,14,9,0,0,5,0
1,06001,431700A,14,106,0,0,27,0
1,06001,431730,14,NA,NA,NA,NA,NA
1,06001,431730A,14,34,0,0,16,0
1,06001,431800,14,82,0,0,46,0
1,06001,431800A,14,624,0,0,211,0
1,06001,432100,14,231,0,0,128,0
1,06001,432100A,14,1574,0,0,464,0
1,06001,432200,14,315,0,0,193,0
1,06001,432200A,14,2198,0,0,700,0
1,06001,432600,14,218,0,0,147,0
1,06001,432600A,14,1578,0,0,508,0
1,06001,432810,14,328,0,0,153,0
1,06001,432810A,14,1757,0,0,552,0
1,06001,432900,14,261,0,0,166,0
1,06001,432900A,14,1715,0,0,634,0
1,06001,433200,14,266,0,0,122,0
1,06001,433200A,14,1026,0,0,320,0
1,06001,433400,14,127,0,0,92,0
1,06001,433400A,14,1562,0,0,523,0
1,06001,433630,14,44,0,0,41,0
1,06001,433630A,14,583,0,0,244,0
1,06001,433650,14,0,0,0,0,0
1,06001,433650A,14,0,0,0,0,0
1,06001,433800,14,18,0,0,22,0
1,06001,433800A,14,378,0,0,133,0
1,06001,438120,14,0,0,0,0,0
1,06001,438120A,14,0,0,0,0,0
1,06001,438130,14,0,0,0,0,0
1,06001,438130A,14,0,0,0,0,0
1,06001,438140,14,0,0,0,0,0
1,06001,438140A,14,0,0,0,0,0
1,06001,438200,14,0,0,0,0,0
1,06001,438200A,14,4,0,0,7,0
1,06001,438300,14,0,0,0,0,0
1,06001,438300A,14,NA,NA,NA,NA,NA
1,06001,438500,14,NA,NA,NA,NA,NA
1,06001,438500A,14,NA,NA,NA,NA,NA
1,06001,440200,14,79,0,0,90,0
1,06001,440200A,14,930,0,0,390,0
1,06001,440210,14,NA,NA,NA,NA,NA
1,06001,440210A,14,61,0,0,17,0
1,06001,440300,14,177,0,0,135,0
1,06001,440300A,14,1701,0,0,682,0
1,06001,440900,14,161,0,0,143,0
1,06001,440900A,14,1121,0,0,433,0
1,06001,441300,14,38,0,0,37,0
1,06001,441300A,14,352,0,0,115,0
1,06001,442000,14,34,0,0,21,0
1,06001,442000A,14,219,0,0,82,0
1,06001,442200,14,69,0,0,56,0
1,06001,442200A,14,748,0,0,271,0
1,06001,443000,14,87,0,0,57,0
1,06001,443000A,14,587,0,0,175,0
1,06001,443100,14,215,0,0,132,0
1,06001,443100A,14,1571,0,0,508,0
1,06001,443500,14,225,0,0,93,0
1,06001,443500A,14,1339,0,0,337,0
1,06001,443700,14,12,0,0,15,0
1,06001,443700A,14,161,0,0,67,0
1,06001,443720,14,0,0,0,0,0
1,06001,443720A,14,0,0,0,0,0
1,06001,443800,14,7,0,0,3,0
1,06001,443800A,14,140,0,0,53,0
1,06001,447010,14,0,0,0,0,0
1,06001,447010A,14,NA,NA,NA,NA,NA
1,06001,447020,14,0,0,0,0,0
1,06001,447020A,14,0,0,0,0,0
1,06001,447100,14,NA,NA,NA,NA,NA
1,06001,447100A,14,5,0,0,3,0
1,06001,447110,14,0,0,0,0,0
1,06001,447110A,14,0,0,0,0,0
1,06001,447120,14,0,0,0,0,0
1,06001,447120A,14,0,0,0,0,0
1,06001,447200,14,48,0,0,40,0
1,06001,447200A,14,480,0,0,112,0
1,06001,447210,14,0,0,0,0,0
1,06001,447210A,14,NA,NA,NA,NA,NA
1,06001,447300,14,13,0,0,14,0
1,06001,447300A,14,171,0,0,58,0
1,06001,447510,14,NA,NA,NA,NA,NA
1,06001,447510A,14,20,0,0,3,0
1,06001,447600,14,100,0,0,46,0
1,06001,447600A,14,725,0,0,236,0
1,06001,447700,14,23,0,0,17,0
1,06001,447700A,14,144,0,0,74,0
1,06001,447710,14,0,0,0,0,0
1,06001,447710A,14,0,0,0,0,0
1,06001,447730,14,NA,NA,NA,NA,NA
1,06001,447730A,14,22,0,0,18,0
1,06001,450200,14,58,0,0,51,0
1,06001,450200A,14,689,0,0,293,0
1,06001,450500,14,150,0,0,121,0
1,06001,450500A,14,1164,0,0,523,0
1,06001,450610,12,17,40,0,0,0
1,06001,450610A,12,153,379,0,0,0
1,06001,450620,12,0,0,0,0,0
1,06001,450620A,12,0,0,0,0,0
1,06001,450800,12,24,42,0,0,0
1,06001,450800A,12,205,456,0,0,0
1,06001,450820,12,0,0,0,0,0
1,06001,450820A,12,NA,NA,NA,NA,NA
1,06001,450920,12,0,0,0,0,0
1,06001,450920A,12,0,0,0,0,0
1,06001,450930,12,NA,NA,NA,NA,NA
1,06001,450930A,12,NA,NA,NA,NA,NA
1,06001,451000,12,32,47,0,0,0
1,06001,451000A,12,193,375,0,0,0
1,06001,451600,12,56,111,0,0,0
1,06001,451600A,12,396,714,0,0,0
1,06001,451900,12,17,49,0,0,0
1,06001,451900A,12,198,400,0,0,0
1,06001,452400,12,127,194,0,0,0
1,06001,452400A,12,758,1146,0,0,0
1,06001,453200,12,NA,NA,NA,NA,NA
1,06001,453200A,12,5,9,0,0,0
1,06001,453300,12,15,27,0,0,0
1,06001,453300A,12,147,265,0,0,0
1,06001,453500,12,42,93,0,0,0
1,06001,453500A,12,398,683,0,0,0
1,06001,453600,12,27,18,0,0,0
1,06001,453600A,12,156,153,0,0,0
1,06001,453900,14,17,0,0,17,0
1,06001,453900A,14,217,0,0,80,0
1,06001,453920,14,52,0,0,32,0
1,06001,453920A,14,339,0,0,101,0
1,06001,453940,14,57,0,0,33,0
1,06001,453940A,14,467,0,0,160,0
1,06001,454100,12,NA,NA,NA,NA,NA
1,06001,454100A,12,20,29,0,0,0
1,06001,454220,14,NA,NA,NA,NA,NA
1,06001,454220A,14,20,0,0,13,0
1,06001,454500,14,54,0,0,45,0
1,06001,454500A,14,386,0,0,132,0
1,06001,454510,14,0,0,0,0,0
1,06001,454510A,14,0,0,0,0,0
1,06001,454520,12,NA,NA,NA,NA,NA
1,06001,454520A,12,NA,NA,NA,NA,NA
1,06001,454600,12,0,0,0,0,0
1,06001,454600A,12,0,0,0,0,0
1,06001,454700,12,4,8,0,0,0
1,06001,454700A,12,70,115,0,0,0
1,06001,454710,12,0,0,0,0,0
1,06001,454710A,12,0,0,0,0,0
1,06001,455100,12,26,36,0,0,0
1,06001,455100A,12,188,188,0,0,0
1,06001,455300,12,72,106,0,0,0
1,06001,455300A,12,448,525,0,0,0
1,06001,455400,12,83,79,0,0,0
1,06001,455400A,12,510,628,0,0,0
1,06001,455700,12,12,11,0,0,0
1,06001,455700A,12,141,197,0,0,0
1,06001,456100,12,57,82,0,0,0
1,06001,456100A,12,477,492,0,0,0
1,06001,456200,12,82,89,0,0,0
1,06001,456200A,12,597,591,0,0,0
1,06001,456500,12,17,33,0,0,0
1,06001,456500A,12,272,241,0,0,0
1,06001,456610,14,NA,NA,NA,NA,NA
1,06001,456610A,14,7,0,0,3,0
1,06001,456620,12,NA,NA,NA,NA,NA
1,06001,456620A,12,12,27,0,0,0
1,06001,456700,14,59,0,0,27,0
1,06001,456700A,14,828,0,0,267,0
1,06001,456910,14,6,0,0,3,0
1,06001,456910A,14,118,0,0,44,0
1,06001,457300,12,118,133,0,0,0
1,06001,457300A,12,952,819,0,0,0
1,06001,457500,12,97,106,0,0,0
1,06001,457500A,12,852,833,0,0,0
1,06001,458400,12,67,104,0,0,0
1,06001,458400A,12,729,812,0,0,0
1,06001,458800,12,56,95,0,0,0
1,06001,458800A,12,418,611,0,0,0
1,06001,458900,12,27,39,0,0,0
1,06001,458900A,12,126,231,0,0,0
1,06001,458910,12,0,0,0,0,0
1,06001,458910A,12,0,0,0,0,0
1,06001,458920,12,0,0,0,0,0
1,06001,458920A,12,0,0,0,0,0
1,06001,464000,14,0,0,0,0,0
1,06001,464000A,14,NA,NA,NA,NA,NA
1,06001,464220,14,0,0,0,0,0
1,06001,464220A,14,0,0,0,0,0
1,06001,464300,14,0,0,0,0,0
1,06001,464300A,14,0,0,0,0,0
1,06001,464310,14,0,0,0,0,0
1,06001,464310A,14,0,0,0,0,0
1,06001,464500,14,NA,NA,NA,NA,NA
1,06001,464500A,14,20,0,0,27,0
1,06001,464510,14,NA,NA,NA,NA,NA
1,06001,464510A,14,0,0,0,0,0
1,06001,464660,14,4,0,0,9,0
1,06001,464660A,14,55,0,0,60,0
1,06001,464670,14,NA,NA,NA,NA,NA
1,06001,464670A,14,14,0,0,5,0
1,06001,464700,14,0,0,0,0,0
1,06001,464700A,14,0,0,0,0,0
1,06001,464710,14,0,0,0,0,0
1,06001,464710A,14,0,0,0,0,0
1,06001,464720,14,0,0,0,0,0
1,06001,464720A,14,0,0,0,0,0
1,06001,470100,14,7,0,0,6,0
1,06001,470100A,14,86,0,0,47,0
1,06001,470600,14,84,0,0,73,0
1,06001,470600A,14,1095,0,0,381,0
1,06001,470700,14,35,0,0,16,0
1,06001,470700A,14,181,0,0,38,0
1,06001,470800,14,69,0,0,60,0
1,06001,470800A,14,572,0,0,207,0
1,06001,471900,14,138,0,0,107,0
1,06001,471900A,14,1571,0,0,693,0
1,06001,472200,14,161,0,0,118,0
1,06001,472200A,14,1135,0,0,411,0
1,06001,472300,14,111,0,0,85,0
1,06001,472300A,14,949,0,0,349,0
1,06001,472610,14,105,0,0,121,0
1,06001,472610A,14,1536,0,0,625,0
1,06001,472920,14,0,0,0,0,0
1,06001,472920A,14,NA,NA,NA,NA,NA
1,06001,473010,14,83,0,0,121,0
1,06001,473010A,14,1541,0,0,638,0
1,06001,473900,14,53,0,0,56,0
1,06001,473900A,14,927,0,0,372,0
1,06001,474010,14,53,0,0,60,0
1,06001,474010A,14,516,0,0,231,0
1,06001,474200,14,78,0,0,111,0
1,06001,474200A,14,1008,0,0,439,0
1,06001,474600,14,117,0,0,155,0
1,06001,474600A,14,1545,0,0,754,0
1,06001,475020,14,15,0,0,7,0
1,06001,475020A,14,212,0,0,78,0
1,06001,475100,14,28,0,0,53,0
1,06001,475100A,14,678,0,0,277,0
1,06001,475200,14,31,0,0,44,0
1,06001,475200A,14,447,0,0,256,0
1,06001,475500,14,198,0,0,160,0
1,06001,475500A,14,1491,0,0,640,0
1,06001,475600,14,0,0,0,0,0
1,06001,475600A,14,6,0,0,29,0
1,06001,475630,14,0,0,0,0,0
1,06001,475630A,14,0,0,0,0,0
1,06001,475700,14,0,0,0,0,0
1,06001,475700A,14,NA,NA,NA,NA,NA
1,06001,475710,14,0,0,0,0,0
1,06001,475710A,14,0,0,0,0,0
